measure,location,sex,age,cause,metric,year,val,upper,lower,,,,
Incidence,Singapore,Female,1 to 4,Colon and rectum cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,5 to 9,Colon and rectum cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,10 to 14,Colon and rectum cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,15 to 19,Colon and rectum cancer,Number,2014,0.414695597,0.574546583,0.292140503,,,,
Incidence,Singapore,Female,20 to 24,Colon and rectum cancer,Number,2014,2.744490525,4.051074332,1.808765797,,,,
Incidence,Singapore,Female,25 to 29,Colon and rectum cancer,Number,2014,6.449303171,8.89013516,4.647791055,,,,
Incidence,Singapore,Female,30 to 34,Colon and rectum cancer,Number,2014,11.61205767,15.96450277,8.289370934,,,,
Incidence,Singapore,Female,35 to 39,Colon and rectum cancer,Number,2014,19.13106202,25.54832712,14.32974169,,,,
Incidence,Singapore,Female,40 to 44,Colon and rectum cancer,Number,2014,26.5827999,33.88194612,20.64784784,,,,
Incidence,Singapore,Female,45 to 49,Colon and rectum cancer,Number,2014,44.19641158,54.65287884,35.50024994,,,,
Incidence,Singapore,Female,50 to 54,Colon and rectum cancer,Number,2014,73.17478352,88.17905196,59.73486803,,,,
Incidence,Singapore,Female,55 to 59,Colon and rectum cancer,Number,2014,99.87241185,120.7595688,82.90756879,,,,
Incidence,Singapore,Female,60 to 64,Colon and rectum cancer,Number,2014,111.1802357,132.9396026,92.06419178,,,,
Incidence,Singapore,Female,65 to 69,Colon and rectum cancer,Number,2014,95.20790817,114.7597063,78.53916893,,,,
Incidence,Singapore,Female,70 to 74,Colon and rectum cancer,Number,2014,94.57332632,113.6970864,78.59363231,,,,
Incidence,Singapore,Female,75 to 79,Colon and rectum cancer,Number,2014,87.45797085,104.0317912,73.22509385,,,,
Incidence,Singapore,Female,80 plus,Colon and rectum cancer,Number,2014,217.8284879,249.1495881,192.0398,,,,
Incidence,Singapore,Female,All Ages,Colon and rectum cancer,Number,2014,890.4259448,948.163542,830.3449023,,,,
Incidence,Singapore,Female,5-14 years,Colon and rectum cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,15-49 years,Colon and rectum cancer,Number,2014,111.1308205,125.3548583,96.71967556,,,,
Incidence,Singapore,Female,50-69 years,Colon and rectum cancer,Number,2014,379.4353393,420.5910906,342.6064813,,,,
Incidence,Singapore,Female,70+ years,Colon and rectum cancer,Number,2014,399.8597851,439.1310592,362.9543989,,,,
Incidence,Singapore,Female,<1 year,Colon and rectum cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,80 to 84,Colon and rectum cancer,Number,2014,81.50870348,94.11542908,69.50832638,,,,
Incidence,Singapore,Female,85 to 89,Colon and rectum cancer,Number,2014,72.42391784,86.41315726,60.85383636,,,,
Incidence,Singapore,Female,90 to 94,Colon and rectum cancer,Number,2014,46.06322184,54.82669107,38.7340761,,,,
Incidence,Singapore,Female,<20 years,Colon and rectum cancer,Number,2014,0.414695597,0.574546583,0.292140503,,,,
Incidence,Singapore,Female,10 to 24,Colon and rectum cancer,Number,2014,3.159186121,4.501852509,2.20001742,,,,
Incidence,Singapore,Female,95 plus,Colon and rectum cancer,Number,2014,17.83264475,21.65805563,14.53465117,,,,
Incidence,Singapore,Female,<70 years,Colon and rectum cancer,Number,2014,490.5661597,534.9878977,449.5925316,,,,
Incidence,Singapore,Female,Under 5,Ovarian cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,Early Neonatal,Ovarian cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,Late Neonatal,Ovarian cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,Post Neonatal,Ovarian cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,1 to 4,Ovarian cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,5 to 9,Ovarian cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,10 to 14,Ovarian cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,15 to 19,Ovarian cancer,Number,2014,1.919022658,2.931050202,1.167740837,,,,
Incidence,Singapore,Female,20 to 24,Ovarian cancer,Number,2014,7.141491714,11.42343683,4.332535964,,,,
Incidence,Singapore,Female,25 to 29,Ovarian cancer,Number,2014,8.474076708,12.7393182,5.615638414,,,,
Incidence,Singapore,Female,30 to 34,Ovarian cancer,Number,2014,11.39753682,16.56230102,7.520158765,,,,
Incidence,Singapore,Female,35 to 39,Ovarian cancer,Number,2014,12.56311789,18.05362874,8.565740955,,,,
Incidence,Singapore,Female,40 to 44,Ovarian cancer,Number,2014,18.79682931,25.90828478,13.25119881,,,,
Incidence,Singapore,Female,45 to 49,Ovarian cancer,Number,2014,29.57866252,38.92298341,22.17449497,,,,
Incidence,Singapore,Female,50 to 54,Ovarian cancer,Number,2014,33.27245698,41.3504236,26.35263385,,,,
Incidence,Singapore,Female,55 to 59,Ovarian cancer,Number,2014,36.39645754,44.93289911,29.11821428,,,,
Incidence,Singapore,Female,60 to 64,Ovarian cancer,Number,2014,29.98977138,36.79516161,24.39523303,,,,
Incidence,Singapore,Female,65 to 69,Ovarian cancer,Number,2014,20.94021739,26.36645217,16.99085341,,,,
Incidence,Singapore,Female,70 to 74,Ovarian cancer,Number,2014,13.29979308,16.28048243,10.65667648,,,,
Incidence,Singapore,Female,75 to 79,Ovarian cancer,Number,2014,10.24753797,12.58626978,8.311532448,,,,
Incidence,Singapore,Female,80 plus,Ovarian cancer,Number,2014,18.70469606,22.30624245,15.586238,,,,
Incidence,Singapore,Female,All Ages,Ovarian cancer,Number,2014,252.721668,275.9439301,231.507846,,,,
Incidence,Singapore,Female,5-14 years,Ovarian cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,15-49 years,Ovarian cancer,Number,2014,89.87073761,105.7246712,76.69549032,,,,
Incidence,Singapore,Female,50-69 years,Ovarian cancer,Number,2014,120.5989033,135.1256402,107.4469588,,,,
Incidence,Singapore,Female,70+ years,Ovarian cancer,Number,2014,42.2520271,47.13543236,37.75376415,,,,
Incidence,Singapore,Female,<1 year,Ovarian cancer,Number,2014,0,0,0,,,,
Incidence,Singapore,Female,80 to 84,Ovarian cancer,Number,2014,8.43526741,10.51314905,6.704411274,,,,
Incidence,Singapore,Female,85 to 89,Ovarian cancer,Number,2014,6.13537489,8.086080328,4.404982951,,,,
Incidence,Singapore,Female,90 to 94,Ovarian cancer,Number,2014,3.194466803,4.196289158,2.412352818,,,,
Incidence,Singapore,Female,<20 years,Ovarian cancer,Number,2014,1.919022658,2.931050202,1.167740837,,,,
Incidence,Singapore,Female,10 to 24,Ovarian cancer,Number,2014,9.060514371,13.83621252,5.743048805,,,,
Incidence,Singapore,Female,95 plus,Ovarian cancer,Number,2014,0.939586954,1.264495303,0.692968142,,,,
Incidence,Singapore,Female,<70 years,Ovarian cancer,Number,2014,210.4696409,233.4644819,190.1758115,,,,
Incidence,Singapore,Female,Under 5,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Incidence,Singapore,Female,Early Neonatal,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Incidence,Singapore,Female,Late Neonatal,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Incidence,Singapore,Female,Post Neonatal,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Incidence,Singapore,Female,1 to 4,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Incidence,Singapore,Female,5 to 9,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Incidence,Singapore,Female,10 to 14,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Incidence,Singapore,Female,15 to 19,"Tracheal, bronchus, and lung cancer",Number,2013,0.159375108,0.273263656,0.092864024,,,,
Incidence,Singapore,Female,20 to 24,"Tracheal, bronchus, and lung cancer",Number,2013,0.843026892,1.439199553,0.494386054,,,,
Incidence,Singapore,Female,25 to 29,"Tracheal, bronchus, and lung cancer",Number,2013,2.15860372,3.570956247,1.27156389,,,,
Incidence,Singapore,Female,30 to 34,"Tracheal, bronchus, and lung cancer",Number,2013,5.217552634,7.945580564,3.300692314,,,,
Incidence,Singapore,Female,35 to 39,"Tracheal, bronchus, and lung cancer",Number,2013,8.19131626,11.17249664,5.700971783,,,,
Incidence,Singapore,Female,40 to 44,"Tracheal, bronchus, and lung cancer",Number,2013,11.30950876,14.91370649,7.937258995,,,,
Incidence,Singapore,Female,45 to 49,"Tracheal, bronchus, and lung cancer",Number,2013,27.84795625,34.39888989,20.63535202,,,,
Incidence,Singapore,Female,50 to 54,"Tracheal, bronchus, and lung cancer",Number,2013,34.43206425,42.15176132,26.06866034,,,,
Incidence,Singapore,Female,55 to 59,"Tracheal, bronchus, and lung cancer",Number,2013,48.9163313,58.67440098,37.33968001,,,,
Incidence,Singapore,Female,60 to 64,"Tracheal, bronchus, and lung cancer",Number,2013,57.13598884,66.87753958,44.46272147,,,,
Incidence,Singapore,Female,65 to 69,"Tracheal, bronchus, and lung cancer",Number,2013,54.83144993,65.08383998,42.39108919,,,,
Incidence,Singapore,Female,70 to 74,"Tracheal, bronchus, and lung cancer",Number,2013,51.87216596,60.48657491,40.02665282,,,,
Incidence,Singapore,Female,75 to 79,"Tracheal, bronchus, and lung cancer",Number,2013,47.96615115,57.65318537,37.28658019,,,,
Incidence,Singapore,Female,80 plus,"Tracheal, bronchus, and lung cancer",Number,2013,120.1719937,139.6563706,94.60039742,,,,
Incidence,Singapore,Female,All Ages,"Tracheal, bronchus, and lung cancer",Number,2013,471.0534848,508.7461968,430.0293858,,,,
Incidence,Singapore,Female,5-14 years,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Incidence,Singapore,Female,15-49 years,"Tracheal, bronchus, and lung cancer",Number,2013,55.72733962,66.0236572,45.10709456,,,,
Incidence,Singapore,Female,50-69 years,"Tracheal, bronchus, and lung cancer",Number,2013,195.3158343,217.144246,171.6318708,,,,
Incidence,Singapore,Female,70+ years,"Tracheal, bronchus, and lung cancer",Number,2013,220.0103108,246.1290472,189.2646171,,,,
Incidence,Singapore,Female,<1 year,"Tracheal, bronchus, and lung cancer",Number,2013,0,0,0,,,,
Incidence,Singapore,Female,80 to 84,"Tracheal, bronchus, and lung cancer",Number,2013,55.7525837,66.91213048,42.726522,,,,
Incidence,Singapore,Female,85 to 89,"Tracheal, bronchus, and lung cancer",Number,2013,38.61697681,46.69586581,30.11851285,,,,
Incidence,Singapore,Female,90 to 94,"Tracheal, bronchus, and lung cancer",Number,2013,19.74884117,24.54145562,14.85977354,,,,
Incidence,Singapore,Female,<20 years,"Tracheal, bronchus, and lung cancer",Number,2013,0.159375108,0.273263656,0.092864024,,,,
Incidence,Singapore,Female,10 to 24,"Tracheal, bronchus, and lung cancer",Number,2013,1.002402,1.67059941,0.602563421,,,,
Incidence,Singapore,Female,95 plus,"Tracheal, bronchus, and lung cancer",Number,2013,6.05359204,7.852743384,4.439891076,,,,
Incidence,Singapore,Female,<70 years,"Tracheal, bronchus, and lung cancer",Number,2013,251.0431739,275.3557039,224.9502333,,,,
Incidence,Singapore,Female,Under 5,Breast cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,Early Neonatal,Breast cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,Late Neonatal,Breast cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,Post Neonatal,Breast cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,1 to 4,Breast cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,5 to 9,Breast cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,10 to 14,Breast cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,15 to 19,Breast cancer,Number,2013,0.267757317,0.370099182,0.193239295,,,,
Incidence,Singapore,Female,20 to 24,Breast cancer,Number,2013,3.593086421,5.175667363,2.432138276,,,,
Incidence,Singapore,Female,25 to 29,Breast cancer,Number,2013,25.48762672,35.67548327,17.62023862,,,,
Incidence,Singapore,Female,30 to 34,Breast cancer,Number,2013,78.39928768,102.9133262,58.73394795,,,,
Incidence,Singapore,Female,35 to 39,Breast cancer,Number,2013,127.8576311,165.5885269,97.49552285,,,,
Incidence,Singapore,Female,40 to 44,Breast cancer,Number,2013,202.0881887,256.4990011,155.3390104,,,,
Incidence,Singapore,Female,45 to 49,Breast cancer,Number,2013,269.5456936,341.5583805,209.5999376,,,,
Incidence,Singapore,Female,50 to 54,Breast cancer,Number,2013,264.9097875,336.1840093,209.8029842,,,,
Incidence,Singapore,Female,55 to 59,Breast cancer,Number,2013,277.9141659,344.9103845,220.5743763,,,,
Incidence,Singapore,Female,60 to 64,Breast cancer,Number,2013,234.4465376,292.459091,185.2799565,,,,
Incidence,Singapore,Female,65 to 69,Breast cancer,Number,2013,153.9159551,194.3563232,121.7414819,,,,
Incidence,Singapore,Female,70 to 74,Breast cancer,Number,2013,110.4278083,139.4646213,87.48778711,,,,
Incidence,Singapore,Female,75 to 79,Breast cancer,Number,2013,73.31475272,91.75757178,58.47841449,,,,
Incidence,Singapore,Female,80 plus,Breast cancer,Number,2013,117.4890353,142.685904,96.93909853,,,,
Incidence,Singapore,Female,All Ages,Breast cancer,Number,2013,1939.657314,2107.240363,1777.939664,,,,
Incidence,Singapore,Female,5-14 years,Breast cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,15-49 years,Breast cancer,Number,2013,707.2392715,810.7845183,615.8762999,,,,
Incidence,Singapore,Female,50-69 years,Breast cancer,Number,2013,931.1864462,1051.051961,824.1720411,,,,
Incidence,Singapore,Female,70+ years,Breast cancer,Number,2013,301.2315964,343.3339032,264.0497949,,,,
Incidence,Singapore,Female,<1 year,Breast cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,80 to 84,Breast cancer,Number,2013,50.04581885,62.66570826,39.79849871,,,,
Incidence,Singapore,Female,85 to 89,Breast cancer,Number,2013,35.72450384,44.97601546,28.2040596,,,,
Incidence,Singapore,Female,90 to 94,Breast cancer,Number,2013,22.40255574,29.02266145,17.53021436,,,,
Incidence,Singapore,Female,<20 years,Breast cancer,Number,2013,0.267757317,0.370099182,0.193239295,,,,
Incidence,Singapore,Female,10 to 24,Breast cancer,Number,2013,3.860843738,5.445402202,2.64772381,,,,
Incidence,Singapore,Female,95 plus,Breast cancer,Number,2013,9.316156888,12.18523495,7.011706683,,,,
Incidence,Singapore,Female,<70 years,Breast cancer,Number,2013,1638.425718,1793.383071,1499.805491,,,,
Incidence,Singapore,Female,Under 5,Cervical cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,Early Neonatal,Cervical cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,Late Neonatal,Cervical cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,Post Neonatal,Cervical cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,1 to 4,Cervical cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,5 to 9,Cervical cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,10 to 14,Cervical cancer,Number,2013,0,0,0,,,,
Incidence,Singapore,Female,15 to 19,Cervical cancer,Number,2013,0.367802575,0.576086925,0.229461008,,,,
Incidence,Singapore,Female,20 to 24,Cervical cancer,Number,2013,2.34380191,3.839388163,1.394963829,,,,
Incidence,Singapore,Female,25 to 29,Cervical cancer,Number,2013,10.48757245,17.30210126,6.316918377,,,,
Incidence,Singapore,Female,30 to 34,Cervical cancer,Number,2013,27.59532836,42.92385537,16.77373591,,,,
Incidence,Singapore,Female,35 to 39,Cervical cancer,Number,2013,30.93838717,46.69778562,19.84077333,,,,
Incidence,Singapore,Female,40 to 44,Cervical cancer,Number,2013,30.77015824,45.38249723,20.81756899,,,,
Incidence,Singapore,Female,45 to 49,Cervical cancer,Number,2013,29.69108734,42.02507542,20.17037846,,,,
Incidence,Singapore,Female,50 to 54,Cervical cancer,Number,2013,28.91933578,38.98209433,20.59104721,,,,
Incidence,Singapore,Female,55 to 59,Cervical cancer,Number,2013,28.49968746,38.94758512,20.81657125,,,,
